document_id,review_text,sentiment
303,Amazon people are least bothered after giving a defective product.Such a costly product and i wonder how they can give such a defective Apple product and the customer has to run around with that.Amazon will ask to contact Apple support center and submit it there. and if you contact Apple customer care they will ask to contact Amazon. it just goes around like that.After submitting to Apple now amazon people are relectuent to take it back... its been 5 days without any solution...Please don't buy iphones from Amazon...Worst experience...,negative
304,Its been one week since i bought it. I am completely satisfied with the product. Screen is quite big. Only and only problem is with the Charger. It takes 3 hours to charge the phone to 100%. Otherwise everything else is worth the price we are paying.,positive
305,I bought this iPhone XR in the Great Indian Sale from Amazon. Product was perfectly delivered and on time. Buying from amazon is safe and you get genuine products always.,positive
306,Guys i wud suggest u all to not buy the phone from the site as the one I have received is nt in its best condition..it’s sensor is nt working properly n it hangs too at times n I have just received the phone just 15 days back,neutral
307,I had never used an Iphone before and I was always sceptical about going for an IOS from android but after using this phone all I can say is IOS is on par with android.,positive
308,It is my red beast.... My first iPhone experience with iPhone xr is very smooth and awesome... I got is at only 38K many many thanks to amazon for this. Battery performance is good... with normal usage it gives around 24hrs backup while with heavy usage 12-13 hrs backup u can definitely get. But charging adapter  in the box is very pathetic. I just ordered an 12W fast charger at 1K from amazon. It is a smart choice to get iPhone Xr at 40K over iPhone 11 at 59 K (Including HDFC bank offer). With your saved money u can buy different apple accessories. Overall my first iPhone experience is awesome.,positive
309,This is my first iOS,positive
310,"Not even completed 1 yr of this product and price reduced drastically. How you can decrease the price to such extend. I need compensation for that, amazon shall take necessary actions on it.",negative
311,"got this for a superb deal, in fact way cheaper than mu prev 7plus which i got back in late 2016. Face ID works like a charm and the display seems great for normal usage.",positive
312,"After 5 days of use,Love the IPhone XR Red ,Premium Top Class Phone,Got it For 38 k...Worth it...Camera Is Classy and Superb...With depth Control feature....Very Smooth...Display is good...Bit Battery is little low but compared with other iPhone it is good....Battery Standby is 10 hr when onscreen time is 8h 30m with always Data on with usage of FB ,YouTube and other apps. Face Unlock is so quick..Over all love to have this IPhone XR...Upgraded from IPhone SE to XR...So Battery is very much better for me...🥳🙏🏻",positive
313,"This is my first apple product purchase, prior my mentality regarding the apple product was like a no Value for money company, but once I started using this phone the premium fell and the Sooth buttery flow type interface is way better than android. Happy to use this phone.",positive
314,"Great phone. Not a gamer so don’t care about the hardware stuff. Not a pro photographer so any pictures I shoot are epic for me. Not a loud person, so speakers on low volume for me work just perfectly. Battery life should be great like most apple phones do. Display is soft to my eyes so I like that. Apple interface is the best, so nothing much to say about there.",positive
315,Used for a day as of now. Awesome phone. Snappy and fluid in use. battery backup is pretty good (around 8 hours of screen-on time) with continouse data-on (youtube 1.5 hrs). Using 18W adapter which charges it fast. Brought 3.5mm jack connector to lightening separately. Rest all good. Will review after few more days. Thanks.,positive
316,"I don't like the  features of iPhone XR after paying huge amount. It's battery is drained very fast . Side buttons are not comfortable while holding on hands, it pressed automatically without knowing . One-Two times it has automatically dialed the number when it was in my pocket. I think old version of iphones are  much better than this phone. I wants to return this phone but don't find any option in Amazon. Anyone please suggest how I can return it. I bought it 28 days before.",negative
317,There is no fingerprint reader on this phone as its replaced by face recognition which works fine. User interface is same as my earlier iPhone which is excellent. Coming to battery life...it is simply amazing.,positive
318,"Second time I shifted to Apple . But this time it was from One Plus 5T . Speed wise, battery wise, photo and video quality wise , fast charging , everything One Plus was better .  XR hangs also sometimes while receiving calls . But it was never the case with One plus .",neutral
319,"I received in original iPhone sealed package.  For its price, its best possible iPhone in market. Look and feel is great. Very fast responsive while using. Camera quality is 5-Star, Portrait pics are crisp clear. Watched some 4k and HDR videos on this iPhone, stunningly beautiful with tru color and deep contrast on this display. Its Amazing iphone, Thanks Amazon.",positive
320,This item is faulty. Make a sure first .,negative
321,Using this phone since last 20 days...first time iOS user...spending this much money not worth i have purchased @ 43000.00.purchased it because i have not used apple before...those who r buying it just because of Apple logo..pl don't go..those who r enthusiastic for technology must go for it...i m a simple user not very technical not very camera oriented...a simple redmi user..i m not saying phone is bad but doe those who don't have much usage with regards to its unique features should avoid this...,positive
322,Amazing,positive
323,"What is the main purpose of the Phone? To make and receive calls, right. This phone has a defective microphone so call quality is damn poor. You have to speak very close to the microphone for the other person to hear you. All other feature works quite well. As for photos, even Poco F1 takes better pictures. Applez just a brand as was Nokia and Blackberry once.",negative
324,After using one month best camera and battery backup.,positive
325,I browsed a lot about this phone all were saying it has a LCD display and which is older.,positive
326,"Serious problem with the lower mic, after spending all that money in this faulty crap just after two months you finally feel that you are the biggest C* in India who is buying an iPhone. Fragile product, connectivity issue, software issue & restrictions  all the type of minor issues have been build up causing a serious issue. Think before you waste ya hard earned money. Apple products are degrading their quality to keep their stocks and shares up.",negative
327,Good deal and worth buying for iPhone customers non iPhone user please don't buy as you will not find worthy but as a premium product its very good and feels better in hand superb quality,positive
328,Bought it In white 64gb variant...looks are premium and has a large screen...being an lcd screen it far much better than other phones in competition...u get about 56gb of usable storage which is quite ok for a minimal user...performance is amazing and camera quality is average...must buy if you are looking for a budget iphone specially on offers,positive
329,Well Apple products deliver quality and apple I phone xr is just another fine product I bought few days back which is their lowest model in iPhone x series. Well for the specs and lcd screen I really feel it's over priced that's reason it gets one star less.,positive
330,"Happy with the phone, initially I was scared to buy as it is expensive, and reviews were making me go on doubt, but the product came in a good condition,phone is superb. Thank you amazon for fast reliable service",positive
331,"I am giving this review after few months of use of this phone. Apple never disappoints you. As i have shifted from Google phone to Apple, was bit difficult to shift from android to ios but now i am used to it. So many hidden features which u can find it out from you tube. Camera is awesome. I also learned some extra tips for photography from youtube and it is awesome. The speed of the phone never disappoints you after loading full 64gb data into the phone. Overall phone is awesome.",positive
332,It’s as good as buying from the store. The plastic cover which covers the box had a cut and small piece missing . Due to bad handling may be . That was disappointing to see. But then again the box was all sealed and it’s ok . Nothing to complain,positive
333,I was more satisfied with my one plus 6T than this. Picture customization is not better than that phone. Without comparison it's ok. Battery life is good than other iPhones and the app size in store is very less compared to play store so even with 64 gb it's good.,positive
334,This product is not adequate in terms of its quality & performance. It’s screen creates problems in eyes i.e. not comfortable for eyes. Very very bad product. Totally disappointing. Very very bad item delivered by Amazon. Heat problem is there with my iPhone XR. Amazon Sells fake iPhones. Not satisfied at all. This iPhone has also hanging problem.,negative
335,I like the XR. This review is more for people who have yet to graduate to buying mobiles etc online. This was my first time. I had heard all sorts of stuff. But Amazon THANK YOU! Delivered in a tamper proof packing! With the assurance of a ten day window to return. The phone is working just fine!,positive
336,"The accessories and the packing not at all good. I have used apple products, earlier packing and accessories are very good quality. Seems apple degraded the quality may be they have ordered from China. Not matching the standard of apple.",positive
337,Very bad experience in this iPhone XR. There are so many issues in this phone like when I click on airdrop icon then phone freezes and I have to force restart to get it working.,negative
338,"Quality at its best . You buy it and if you want QUALITY, with best user friendly interface and camera . List goes on . Its the best . That’s why u are here . Don’t think again and again . Click buy . You wont regret and yes u want it. 😉👍🏻",positive
339,"Excellent choice from iPhone family , only sad they drop the price around 10k 2 months after my purchase. I missed the chance, lucky new customers.",positive
340,I used it for 1 month.,positive
341,I am very happy to this i phone xr mobile. Very good and very comfortable mobile for good battery health goood camera and good Processor proformence. No any mobile Completed to i phone . Very good privacy and ezy to use u must by,positive
342,This is my first iPhone. Though it’s too early to give any review about the phone  as I bought it recently but  till now I’m very impressed with iPhone XR. Go for it.,positive
343,"Well, it has been more than 2 months now and the phone has been getting compliments. It's the first iPhone that I've bought and I should say that the money you're paying for the phone is mostly for the brand image.",positive
344,"Can't believe I got this phone for Rs 36,000",positive
345,I have bought it around a month back. Used it and then writing a review.,positive
346,3D camera not working .. cannot setup faceid .. always displaying Face ID not available error neither front camera portrait working .. please help don’t have a clue where to go for help,negative
347,The most positive aspect of XR is battery life in my usage of 6 months. Downside is weight especially if you are upgrading from iPhone 6 or 7. Quite heavy due to big battery. Make sure you upgrade to iOS 13 and use the feature to optimise battery charging for longevity of battery,positive
348,"I upgraded from iPhone 6 which I had used for 2.5 years. For me iPhone XR seems super smooth with amazing speed. I am still getting used to the absence of Home button. Using the regular charger, the phone takes nearly 2 hours to fully charge but charge lasts for more than 1 day for my regular usage. Phone is slippery - so I have added a Spigen case as well. On the whole a good iphone.",positive
349,"Amazing product, fell in love with IPhone.In short I can tell this product is dam equal to premium 48-64 mega pixel camera phones in market,even bit more.I got it for all time low price 38000/-",positive
350,"Flawless product, really good product thanks Amazon received the perfect without any default or any. Mobile performance is awesome as I have upgraded from iPhone 6s to Xr feeling great and enjoying the new features face unlock and others. Face unlocking is very fast and quick compare to other android phone 5 ⭐️ from my side👍👍👌",positive
351,The product was intact. Great packaging. The phone feels amazing. It’s my first time using an iPhone and I really think the XR is worth it if you want an iPhone that doesn’t burn a deep hole in your pocket.,positive
352,It’s my first iPhone and I am totally happy with it. One thing that iPhone XR is having a best battery backup. And I love the performance. I was having a Redmi Note 4 device previously. It was having a 4 GB ram but it’s performance was not up to the mark. I am surprised how iPhone is handling this kind of performance in only 3 GB of RAM 🤔,positive
353,Not happy with battery life. Rest everything Is fine.,positive
354,Just loving the XR and is super value for money. Camera quality is really good and screen size is just perfect for watching videos and doesn’t look bulky at all. Only downside is that the Apple logo at the back on the black colour isn’t visible to the naked eye so prominently. Best iPhone after the 6s model.,positive
355,"Not bulky, not big, this is a perfect sized iPhone. Display is crisp and clear. Smart hdr photos are great. It was a steal deal for me at Rs. 37999 during special sale. Delivered within 22 hours of ordering.",positive
356,"Got it for ₹37,999 and at this price it is the best phone. Though a little bulky and heavy but it’s fine.",positive
357,"Camera quality, battery life both are best features of the phone. No fingerprint sensors are drawbacks. Little bit heavy than OnePlus 5T. Never used LCD screen feeling odd for a while but it's worth for money. Built is very strong. iPhone comes with some unnecessary apps I will delete it later.",positive
358,Excellent camera and phone build. There is no finger print reader in this but Face ID is ur answer for all this. Works great and secure. Battery is super better when compared to older iPhones and lasts more then 24 hrs with calls music Bluetooth devices connected and browsing and social media. Pretty satisfied so far.,positive
359,"Overall Iphone XR is far better than X and other predecessors. Processor is way fast than others, build quality is awesome ,face recognition is too quick and the feel which you get by holding it is superlike. One suggestion to Apple that they must include fingerprint sensors too for more effective security.",positive
360,Bought it for 49999 on sale and it's totally worth it. I'm using iPhone for 1st time and totally in love with it. As iPhone is famous for its camera quality and it's true. Only problem is that it doesn't have the fingerprint lock.,positive
361,I’ve been using this phone since a week now and i must say its totally worth the money! Just go for it!,positive
362,"Device was heating too much after just a little bit of graphic works on that. Camera was too bad , front camera is no where matching the quality of IOS. I was totally disappointed with that device , I think they sold me the defective peice in the name of sale on your platform. This kind of professionalism is not good . I believe too much on Amazon but later on that I am not giving any bulk amount of order on this e commerce platform. Sorry for the comments if it hurts anyone.",negative
363,I bought 2 iPhone XR both are awesome. Can’t really say much the phone itself makes a statement.,positive
364,"I just loved it and I think the only thing that is lagging in this product which is the oled screen is not an issue at all , the quality of the lcd is way too good and as long as you are not too obsessed with every feature to be the latest and best , go for it , plus now they are offering at a way better price , definitely worth it",positive
365,"Camera quality is good. 4/5 stars. Rear camera at night is awesome. It gives the effect of DSLR. Front camera is of average quality, grains when taken photo. But apple camera gives the natural effect to your photos!",positive
366,It’s been about a month using the IPhone XR. Was too enthusiastic about buying this phone.,positive
367,"Front camera deteriorating everyday. Front camera quality is supper flop, even worst den any minimum range android phone. Rear camera is also not at per. Face detector not so good. No finger print available hence facing problems most of the time. Overall Apple releases a bad number with this variant.",neutral
368,Got this for 38k and received within 2 day of placing order ....Apple FACE ID is the most secure way of unlocking your phone which you wouldn't get on an another phone...camera is also top notch and is the same camera which iphone XS has got  but without the 2nd  telephoto/wide angle lens....overall quite happy with the iphone xr.,positive
369,I upgraded from my iPhone 7 to XR and I’m really happy with the performance looks and all the new features. Battery life is awesome and face recognition works perfectly even in dark. Total value for money and it goes without saying as it is an Apple product.,positive
370,"I’m so happy to say, it’s an authentic/genuine Apple Product. Will definitely buy again. Amazon actually gives you better discounts than Resellers.",positive
371,"Received it yesterday, transferring data from my 7 plus took a couple of hours( maybe because of net issues) but everything on my old phone came on this XR. The camera is truly amazing. Go for it.",positive
372,"Excellent device.Value for money. I already have iPhone 11 . I bought this for my friend there is not a single difference when compared to iPhone 11. Phone display,performance,everything same as iPhone 11. I’m pretty much satisfied.",positive
373,"Liked display, camera quality, response etc. battery life is not great compared to 5000 mih Android phone. 18 hours from full charge.",positive
374,It’s price dropped to 39000+discounts within 20 days I purchased at 52000. It seemed to be cheated. A huge -ve impact for further purchases. Site as well as apple have to manage all things regarding it otherwise both will lose their credibility. No doubt product is good but these huge fluctuations in price ruined whole prospects of the product,negative
375,Has every thing you might be looking in an iPhone except the oled screen camera is as good as iPhone Xs with few limitations. If display is not a big concern for you you can't get a better phone than this at this price range.,positive
376,Amazing camera in bright light. Average to poor performance in medium and low light conditions. Great battery. Privacy protection is an understated advantage.,positive
377,"The iPhone XR delivers fast performance, great cameras and longer battery life than other flagship phones, all in a colorful and affordable package.",positive
378,"Everything is well checked and warranty looks legitimate. Absolutely genuine product without any doubt. Bought yellow colour, feels mango in my hand. Getting a worthy case is real challenge though.",positive
379,"After Using IPhone 6s & OnePlus 6, IPhone XR 128gb is juz awesome in face recognition battery life & user interface, Compared to IPhone 11 lesser in cost  both are in same size & same 4G !",positive
380,Such a good iphone for such a great price.,positive
381,"Its just a phone with good features, if switching from android you will love using its interface, a pure secure platform and flawless running experience.",positive
382,"Excellent product, 100% original! I bought iPhone XR 128gb in the month of October, I was double minded to buy this product as all know online products will never reach us perfectly. But my assumption failed with this product.",positive
383,in one word I forgot android.. lovely phone,positive
384,"This phone is a beast. Man,the phones touch response is just awesome and iOS is so buttery smooth.",positive
385," This is my first apple device in terms of phone. The phone is totally worth it (every penny).  The colour, camera, design, sound quality everything is just way beyond perfection.",positive
386,Got It for 38k. Ditched One plus 7T for this and I am very happy with this decision and ya screen is great but you will feel difference if you are coming from 1440p display else it is great.,positive
387,"Great phone camera is good ,battery is good , but it take too much time to charge , company #APPLE need to give fast charger in box. And one more thing the weight of iphone xr is little bit more than other android phone.  Other wise phone is great.......gaming performance is great😘",positive
388," Just want to say GO FOR IT! I got it for 39,999 in the Amazon Great Indian festival and let me tell you, it arrived within 24 hours. Even though iPhone 11 is here, it has the same exact screen and almost the same features except the camera. If you are a die hard camera fan, then go for iPhone 11. But this works for me :)",positive
389,Don't buy iPhone on amazon,negative
390,The phone which a person need this is one for them. Really loved it everything in this price range bybapple it is very good product. But i m not satisfied with its display. Display quality and clearity is very poor 720p video play is not good so blurry,positive
391,THANKS TO AMAZON GOT DEFECTIVE PRODUCT AT FIRST FOUND SCRATCHES AND DAMAGE BUT AMAZON ALWAYS THERE TO HELP YOU GOT REPLACED QUICKLY WITHIN FEW DAYS AND GOT A BRAND NEW PRODUCT LIKE TO THANK YOU AMAZON AND SELLER ALSO DARSHITA ELECTRONICS IF YOU ARE THINKING TO BUY IPHONE GO FOR DARSHITA❤️,positive
392,"camera quality is just awesome and battery backup is soo great that give you a whole day use, smooth interface,in many reviews they said display is of LCD, but when i got my device, then i Relies even that iphone have LCD display but it is great viewing display, I have no regrets to buy that iphone XR. Go for it guys.",positive
393,Nothing to say about iPhone it’s always the best phone. But this time i have to thank Amazon for bringing the cost down and affordable during great indian sale which says IRRESISTIBLE DEAL which really is a irresistible deal,positive
394,"iPhone XR is Good and I am yet to use all features of the phone, I had used iPhone 5, 6s. Lots new features available .",positive
395,It’s a great phone. Cut some stars as the camera developed a problem after only 6 weeks. But Apple has fixed it. But it was unexpected and Apple and the seller must ensure that these things don’t happen,positive
396,"The phone conks off, don’t think the OS can take load. Been just 2 months and it’s already acting up. Not sure if the problem is with the device or orders from amazon.",neutral
397,Display 4/5,positive
398,I always thought to buy iPhone and every time I used to think that what is so special in iPhone but yes after buying iPhone XR I can say that no one can replace this. Starting from battery life to the screen which is standard and can be used one handed. Camera quality is also very good which you can realise after two three clicks only. So for me iPhone XR is a beast at low price among other iPhone models.,positive
399,Camera not that great.,positive
400,ORDER PLACED : 1 October 2019,positive
401,"Pathetic product, everyday reporting new issues and going to hangout every time.",positive
402,"No questions about 🍎 other than its affordability, XR got a price cut and made it affordable. Overall product quality is awesome, only issue is at times its too hitech to understand.",positive
403,Apple ecosystem and almost latest specs for 40k.,positive
404,"I purchased this beauty in big billion sale. Thus I got it at a remarkable price. The battery life is good so far and the speed has been pretty good. I love the overall look, size and design of this model a lot. The camera quality is great but definitely the higher version have a better camera quality experience to provide.",positive
405,"I am iphone lover but always disappointed with battery back up. But after getting this superb phone my love towards iphone become more stronger. Amazing camera screen clarity, good time response, face unlock takes leasser than eye blink.amazing battery back up. Stunning look. Overall no need to purchase dslr camera. Spend money on it and u get phone for the lifetime.",positive
406,While so far all my iPhones before had a small write up about the licensing etc at the back of the phone. This XR does not have any writing.,positive
407,"Phone is excellent...Thanks to Amazon for their service. But the delivery was pathetic, the delivery boy refused to deliver the product. I, myself went to their office to get my phone. Hope that it will not repeat in future.",positive
408,The camera quality in night is awesome..there are lots of features to do edit the pictures and videos. Other than that battery life is around 1.5 days in normal usage and 6-8 hours in heavy games like pubg asphalt videos YouTube play music etc. at the price of 43k it’s a steal....,positive
409,"Received my iPhone within a week after place the order, Had issues with it but thanks to amazon for speedy replacement.",positive
410,"Using the XR for the past 3 months and I’m completely delighted to have this model. Certainly a value for money product in the iPhone flagship category. Battery life is excellent, charging for one time in a day itself will have enough power for the remaining day. Camera quality is comparatively better than the other high end categories iPhones.",positive
411,"Camera is very good .Screen size is just right for people like me who use phone for typing mails to watching Netflix .One can download multiple apps .Speed is good .Face recognition works like magic .Have been using iPhone since last 5 yrs ,and have found no reason to complain so far.",positive
412,"It's one of the best phones available in the market right now. Apple always gives the best products to its customers. It had A12 chipset which can do 5 trillion operations per second. It never slows down. It gives you the best phone using experience. Go for it, if you can buy it. Don't buy Samsung products or OnePlus products they are just useless. Just go for the product.",positive
413,Review after 5 months of usage approximately.,positive
414,#1mobile of the my devices,positive
415,First of all I thank Amazon for such blazing fast delivery and the packaging was terrific. So trustworthy. Secondly Apple gets full marks for such a master piece. iPhone XR is capable of handling my heavy multitasking efficiently. So far so good. Reviewed after using it for almost a day. Thanks Amazon and Apple,positive
416,Superb phone. Got it at a price of 39999/- on Big Billion Day Sale,positive
417,Original product at the best price.... got it during great Indian festival sale at an amazing discount.. so far after a few days of use must say it’s an obvious and noticeable upgrade for people using iPhone 7 and beyond .. camera quality is quite good if not the best ...battery life is just awesome ...,positive
418,I ordered it for my wife as she wanted to use IPhone for so long but was not willing to change her phone.,positive
419,could not find fingerprint reader. Otherwise camera and battery life are good. I like live camera in edit mode in camera.,positive
420,I have purchased this product during the diwali sale on Oct 22 and now the adaptor doesn't work. A product worth 43k having an adaptor life of 22 days... I don't even know what else to do now. Removed the sim and started using old broken phone since morning,neutral
421,I am using iPhone from last 8 years. This model no need to carry power bank(for me) compared with iPhone 6s and 7,positive
422,"People who say iPhone XR has inferior display, please use before u judge based on specs. I’ve been using Pixel and recently switched to iPhone XR and I loved it. Battery life is unrivalled and Fave ID is charm.",positive
423,"5 star quality... 1st apple product for my wife and in the family, Very good phone, clear crisp sound quality, Amazing display ... Apple doesn't compromise with it's product. Highly recommended.",positive
424,This rating is not for the product.... Its for the seller... Who has delivered the product with scratches on the back panel.....,negative
425,Nice products battery life is very good. Camera is ok. Amazon delivery is wrost as i have to ordered it twice. In between i suffer loss of 2500 rs as price has been increased after best discount period has gone.,positive
426,I am so happy with amazon.!! Good price and get it on time and yes perfect original product..!! Iphone XR 64 gb  if you allrdy using iphone than u will love it and u buying is first time than u wll flll in love for sure ..!!! I am giving this review after using my iphone XR for more than month..!! So trust me guys its good and original product.!!!,positive
427,I just loved it! Brother just bought iPhone 11 and I thinks the XR battery life is better than 11 and 11 has heating problem. I loved the phone its fast fast and very fast with fabulous camera,positive
428,"Not happy with the mobile , let me know if u guys can send new mobile or can give a option to upgrade to iphone 11 . Let me know what best can be done .",negative
429,The first thing you notice about XR is it’s battery. Super long battery of more than 24 hours. Rest is exactly as it should be in an iPhone. Camera also needs a special mention. Great camera.,positive
430,"Does what it is supposed to do. True iPhone, no exceptions.",positive
431,Gud phone ...camera is super..,positive
432,iPhone XR does not have finger print reader as it’s unlocked with face reading..,positive
433,"My infact upgraded from my iPhone 7 to XR. It’s been more than a month I am using it and has no issues. Amazon had the best rate and it is during the Flash sale , I picked it up at 49,999/-.  Their delivery was prompt and was prior to the committed date. My IPhone XR has a fantastic camera, a fast processor, exceptional battery life and high quality display.",positive
434,There is nothing much to say specially about iPhone. I have used several android devices and I switched to iPhone XR from OnePlus 6. Simply this switching is fabulous experience to me.,positive
435,"Got it for 39000 in the great Indian sale along with exchange (redmi 4) and using SBI credit card. Anawesome phone. Once we use iPhone, android phones seem cheap. You start appreciating little details that Apple has done to make this phone worth its price and hype. If you can afford, then close your eyes and bye it. You will not be disappointed",positive
436,The box was not sealed and looked re-packed.,negative
437,I have used iPhone since so many years,positive
438,Got this phone at a discount price in amazon. Slightly heavy but good looking phone with terrific battery life. The phone is fast with a very responsive face detection.,positive
439,Genuine product received from seller Darshita Electronics.Everything is fine after 7days of use.One thing is the set getting heat whenever large file is being downloaded or playing game.Rest everything is just cool.I’m loving it.,positive
440,"Awesome phone, great battery life it can last upto 2 whole days, face ID works great even if you are in dark room. Screen size perfect so that we can do tasks using single hand. Will get long term support. 5w charging adapter works well but it's good to have 12w charger than 5w.",positive
441,"Feel big for iPhone 7,8,6 users.",positive
442,"I love iPhone XR very much. It is user friendly, top notch though there are compromises compared to the other models especially the flagship ones. Overall, it is a highly recommended phone for all the Apple fans and iPhone lovers. Thank you Apple!!",positive
443,"Make sure you read all instructions, check package and then give OTP. the phone was brand new and is working great. had reservations about online delivery but this experience was seamless. Good to get this discount at discount. Excellent product.........iphone XR is jet fast. loving it.",positive
444,"Awesom, getting 1day full and few hrs more. 3hrs of Pubg, 2hrs of skype meeting, calls msgs, songs, internet. Finally iPhone had worked on battery. This is all from normal mode.  Pow power  mode is even better.",positive
445,Dont go by the reviews that mention fake product !! Its very much iphone xr that i ordered !! How the phone is would b a very personal view point but it’s definitely not a fake !! Thank god i went by my instincts and got a great deal,positive
446,Super smooth and premium product nice camera good battery life quick face unlock even in dark. Plays heavy games with high graphic settings without any lag. Overall a very good product,positive
447,"There is a problem of signal. It is frequently going, where as other make mobiles are having good signal. Now the voice of video has also become very low. Not a good buy.  Can any guide where to report the issue.",negative
448,"I like everything about this product. I ordered this iphone xr on end of festive sale and Amazon delivered the product in the given time period. Everything in this phone works good and fine , no doubts. Amazon gives 100% product to us, they never unsatisfied me. At the end Product's performance outstanding . Amazon delivery also secure😊.",positive
449,Really really good product..if you have budget of 50-60k you should definitely go for iphone XR..excellent batterylist last of 1 and half day..brilliant camera and superb portrait mode !! Ive purchased in 52k in amazon sale..it is surely value for money !!,positive
450,I like this phone.,positive
451,"I got iphoneXR at very reasonable price. The apple company has made one thing better in this model i.e. battery life. The phone runs for 2days with full charge. there is no finger print reader in this model although face id is very accurate, it scans your face even in the dark. There is no doubt about the picture quality when it comes to iphone.",positive
452,I am big Apple fan from almost decade 😃and they have never disappointed either on the hardware side or the iOS( operating system). Got this from amazon deal at very attractive price,positive
453,It is really a good one by apple. Easy to use and very fast processor. I just love it... and big advantage is it supports dual sim but now the price has been dropped to 54990 by apple in india,positive
454,Ya really super phone/they’re confusing to(AirPods &Earpods) this phone with EarPods with lightening connector only not for Bluetooth AirPod ur clearly understand then u will pay,positive
455,"I switched from Android to iOS through this and so far it's been amazing, the battery goes 1.5 day with heavy use, camera's awesome and the new iOS 13 gives all the features that you need.",positive
456,"They gave me a faulty phone which i came to knew after one month,",negative
457,The product is excellent.,positive
458,Nice phone. Worth buying for the price. Only regret is the price went down by 3000 rupees within one day.,positive
459,I have not yet opened as the outer cover seems damaged,neutral
460,After using it for 6 days properly . The phone started to hang it automatically restarts and gets stuck on apple log had to format my phone 2 time. Apple service center could not detect the problem . THEY Said it should be sent to bangalore for repair due to some motherboard issue . So i dnt want all that headache i want my phone replaced by a new sealed pack same iphone,negative
461,No lesser than iPhone XS Max,positive
462,"At Rs 35,000 (big billion sale + exchange offer), its a steal. For phone review, go to google - there are plenty of XR reviews. As good as it gets",positive
463,"What a phone . Display is not a concern ,it's brilliant even it's 720p.build is excellent .",positive
464,"It's a very pretty and good looking mobile. Performance wise, it is super smooth. Camera is as good as iPhone XS, portrait mode is also good enough.  And the best part is, being an iphone it has a long lasting battery. Though it has LCD, but you would hardly be able to find any difference between this and OLED. Size is perfect, infact everything is perfect and cool!",positive
465,The phone is definitely not performing per iPhone standards - frequent Call drops ( the issue is not with network provider ) and battery life is worse than iPhone 8.,negative
466,"Back glass of Iphone got broken after one month of buying without any prior incident. Disappointed with the service provided by Amazon. If something happens to our product, Amazon will be saying to contact Manufacturer.",negative
467,"Face ID is very very slow. There seems to be a problem with the microphone. There is an issue with the sensors. Microphone issues, touch issues. I’ve been trying to raise a complaint but the amazon support team is always redirecting me to the apple website. I’ve been unable to return this item since I’ve discovered the problems. I really need assistance on this matter.",negative
468,Great phone = great battery life + great camera especially in low light + great security and face recognition. Very happy and bought it at the right time before the prices went up again.,positive
469,Like the luk and fallen in love on firstsight. Feel great when unlookers give an appreciative glance. Invaluable asset.,positive
470,"In portrait Camera - while taking a photo of a substance or anything (other than people)it always says ‘person not detected’. portrait function is only for people , not for the object.",positive
471,"What to say it’s Apple amazing man but when you’re buying this mobile better you should buy a CaseAlong with it because the backside of mobile is slippery and made of plastic plus glass,,Worth to buy it",positive
472,This is the best product from apple till date.,positive
473,I just love it.it has got all I want.good camera decent battery life good sound etc etc.and the display do not give me any problems.if there is something to complain about it is the price.,positive
474,"Superb smartphone. Certain features of Apple makes it completely class apart. Great battery backup, extraordinary camera quality, support of dual sim etc segregate it from the other brands.",positive
475,Best value for money in iphone . I am extremely satisfied with the purchase with no worry for storage for this 256 GB model. Wireless charging is just wow.,positive
476,"Its a perfect phone, though a bit heavy coz of the metal body. I got this in red colour which is my favourite and its such a settled red, basically its a mixture of red and maroon. Camera quality is also good not the best as compare to other apple phones. Overall i love my phone as its a gift from my darling husband.",positive
477,Timely delivered. Gr8 deal from amazon. Few months back I ordered one plus mobile from same seller. They delivered original product.,positive
478,Simply love XR! Battery life is great and I’m not really missing the telephoto lens! Do buy product red as it support AIDS Research.,positive
479,The product is working fine. Just as expected from apple product. However there were two scratch marks on the sides of the phone just after unboxing which is very strange,positive
480,It’s always a charm to use iPhone. Ease of use and fast response are key.,positive
481,This phone is hanging n seller is not returning or changing this phone I tried many times but,negative
482,"I have been an apple patron for a while.. I Started using the Iphone 3, 5, 6, 7 and now i bought the XR.. I honestly feel that its terrible.. Just a hype build around it.. The Face ID never works, the camera gets stuck on its portrait mode.. My honest feedback is not to but the iPhones anymore. Just will have to say that Apple lost itself a good customer..",negative
483,"Excellent phone I am happy I suggest u all to buy with amazon, because maintaining genuine sellers with good quality products and the biggest most important  thing is  customers support I am very much happy with amazon and their customers support. Hats off",positive
484,I bought a new iPhone XR from amazon and the delivery was within 24 hours. It was a brand new pack sealed.,positive
485,"While I started using this phone, I realized that my takes much longer time to get charged. However, other phones I have get charged quickly from their respective cables. I am unsure about the originality of the product received.",negative
486,Not a value for money product.Apple is still giving 1amp charger with such expensive phone with almost 3000 mAh battery. The same charger is also  given along with 5s and also SE.,negative
487,"Bought this cell phone for my retired father. He is a person who wanted a great battery life, good camera and great speakers with ease of use that is not present in any android cell phone in the market.",positive
488,I have got the product in one piece that’s true but this product is defected one. Out of two speakers one is damaged. I am regulars IPhone user since from past 5 years and that’s why I could point it out. Amazon - kindly notice,negative
489,The battery is not a 4000 mah  like many other phones these but still has a lot of life in it . This is my second IPHONE and the performance just outclasses any android phone,positive
